1600601287.715191,in,1,a,released
1600601287.716399,in,1,b,released
1600601738.988897,in,1,a,released
1600601738.990244,in,1,b,released
1600601754.075517,in,1,a,released
1600601754.076639,in,1,b,released
1600601754.106172,in,2,a,released
1600601754.106608,in,2,b,released
1600601754.128386,in,3,a,released
1600601754.136693,in,3,b,released
1600601754.145922,in,4,a,released
1600601754.150710,in,4,b,released
1600601754.161484,in,5,a,released
1600601754.168298,in,5,b,released
1600601754.177998,in,6,a,released
1600601754.180348,in,6,b,released
1600601754.195199,in,7,a,released
1600601754.196981,in,7,b,released
1600601754.212302,in,8,a,released
1600601754.213697,in,8,b,released
1600601758.283551,in,1,a,pressed
1600601758.504721,in,1,a,released
1600601758.730393,in,2,a,pressed
1600601759.052191,in,2,a,released
1600601760.697069,in,1,a,pressed
1600601761.022227,in,1,a,released
1600601761.242960,in,2,a,pressed
1600601761.572080,in,2,a,released
1600601763.313487,in,8,a,pressed
1600601763.639348,in,8,a,released
1600601765.787259,in,8,a,pressed
1600601766.111484,in,8,a,released
1600601768.562140,in,8,a,pressed
1600601768.884144,in,8,a,released
1600601770.929807,in,1,a,pressed
1600601771.152378,in,1,a,released
1600601771.175613,in,2,a,pressed
1600601771.398969,in,2,a,released
1600601772.227783,in,1,a,pressed
1600601772.449333,in,1,a,released
1600601772.779132,in,2,a,pressed
1600601773.000112,in,2,a,released
1600601777.280082,in,1,a,pressed
1600601777.605930,in,1,a,released
1600601777.927974,in,2,a,pressed
1600601778.150300,in,2,a,released
1600601782.934464,in,2,a,pressed
1600601783.156816,in,2,a,released
1600601783.276176,in,1,a,pressed
1600601783.596065,in,1,a,released
1600601789.605072,in,1,b,pressed
1600601789.830191,in,1,b,released
1600601790.963861,in,1,b,pressed
1600601791.184133,in,1,b,released
1600601791.402877,in,2,b,pressed
1600601791.624759,in,2,b,released
1600601839.233907,in,1,a,released
1600601839.235017,in,1,b,released
1600601839.257824,in,2,a,released
1600601839.260643,in,2,b,released
1600601839.274908,in,3,b,released
1600601839.277781,in,3,a,released
1600601839.296659,in,4,b,released
1600601839.300019,in,4,a,released
1600601839.318409,in,5,b,released
1600601839.319898,in,5,a,released
1600601839.338909,in,6,b,released
1600601839.340895,in,6,a,released
1600601839.361099,in,7,a,released
1600601839.363035,in,7,b,released
1600601839.378954,in,8,b,released
1600601839.382560,in,8,a,released
1600601841.623592,in,2,b,pressed
1600601841.846073,in,2,b,released
1600601846.224163,in,1,b,pressed
1600601846.446293,in,1,b,released
1600601849.002459,in,1,b,pressed
1600601849.226167,in,1,b,released
1600601852.084206,in,1,b,pressed
1600601852.305834,in,1,b,released
1600601855.111957,in,1,a,pressed
1600601855.338958,in,1,a,released
1600601855.560839,in,2,a,pressed
1600601855.783885,in,2,a,released
1600601858.845428,in,2,a,pressed
1600601859.066807,in,1,a,pressed
1600601859.088297,in,2,a,released
1600601859.309457,in,1,a,released
1600601867.534288,in,2,b,pressed
1600601867.757847,in,2,b,released
1600601880.956033,in,2,b,pressed
1600601881.277807,in,2,b,released
1600601883.660795,in,1,a,pressed
1600601883.886738,in,1,a,released
1600601884.107087,in,2,a,pressed
1600601884.327585,in,2,a,released
1600601889.112499,in,2,a,pressed
1600601889.333340,in,2,a,released
1600601889.558191,in,1,a,pressed
1600601889.779750,in,1,a,released
1600601905.411210,in,1,a,pressed
1600601905.633186,in,1,a,released
